carYear,price,hasAccidents,fuelType,mileage
2007,9000,FALSE,5,70194
2007,6999,FALSE,2,127944
2007,6999,FALSE,2,127944
2007,3499,FALSE,5,146025
2007,6788,FALSE,5,111484
2007,7500,FALSE,5,83850
2007,4988,TRUE,2,90165
2007,6988,FALSE,2,98124
2007,8995,FALSE,2,76463
2007,8995,FALSE,2,76463
2007,7016,FALSE,5,82063
2007,4999,FALSE,2,161202
2007,5495,FALSE,2,99869
2007,7995,TRUE,2,72059
2007,6500,TRUE,5,128120
2007,8921,FALSE,5,68929
2007,7495,FALSE,5,75021
2007,5495,FALSE,5,131987
2007,7995,TRUE,5,142551
2007,5988,FALSE,5,103340
2007,12700,FALSE,5,73569
2007,8995,FALSE,2,68956
2007,9850,FALSE,2,35757
2007,6455,FALSE,5,119380
2007,6990,TRUE,2,108358
2007,5900,FALSE,5,125022
2007,7900,FALSE,5,88452
2007,8495,FALSE,2,68389
2007,9277,FALSE,5,92177
2007,5995,TRUE,5,184835
2007,6095,FALSE,2,128699
2007,8498,FALSE,2,128939
2007,3995,FALSE,5,186383
2007,8486,FALSE,2,90581
2007,8486,FALSE,2,90581
2007,6995,TRUE,5,111880
2007,6999,TRUE,2,154454
2007,5995,FALSE,2,133635
2007,7995,FALSE,5,80112
2007,5981,FALSE,2,87738
2007,8500,TRUE,2,86697
2007,8500,TRUE,2,86697
2007,5999,FALSE,5,107650
2007,5900,FALSE,2,141209
2007,5900,FALSE,5,89279
2007,6881,FALSE,5,111592
2007,6999,FALSE,2,160710
2007,8995,FALSE,2,54622
2007,6850,FALSE,2,81265
2007,6950,FALSE,5,88794
2007,9990,FALSE,2,57323
2007,7995,FALSE,2,82000
2007,7500,FALSE,5,65111
2007,5495,FALSE,5,115601
2007,7988,FALSE,2,117052
2007,4995,FALSE,5,109350
2007,4495,FALSE,2,153401
2007,4499,FALSE,5,111997
2007,6450,TRUE,2,87531
2007,6995,FALSE,5,88315
2007,6100,FALSE,5,109561
2007,2000,TRUE,5,130664
2007,5195,TRUE,5,157408
2007,5995,FALSE,5,149127
2007,5850,FALSE,2,120000
2007,6495,FALSE,5,99266
2007,7995,FALSE,5,87244
2007,7995,FALSE,5,87244
2007,7374,FALSE,5,87156
2007,6900,FALSE,5,121213
2007,6900,FALSE,5,121213
2007,4995,FALSE,5,135077
2007,5900,TRUE,5,117150
2007,5495,FALSE,5,104434
2007,6995,FALSE,2,127108
2007,6995,FALSE,2,127108
2007,6699,FALSE,2,106104
2007,3495,FALSE,5,163704
2007,3999,FALSE,5,156655
2007,7500,FALSE,2,87639
2007,7500,FALSE,2,99789
2007,7889,FALSE,5,81742
2007,8990,FALSE,2,79645
2007,8990,FALSE,2,79645
2007,12999,FALSE,5,82399
2007,12999,FALSE,5,82399
2007,5995,TRUE,5,96732
2007,4995,TRUE,5,133257
2007,4690,FALSE,5,140650
2007,4750,FALSE,5,141210
2007,8975,FALSE,2,74395
2007,8975,FALSE,2,74395
2007,9795,FALSE,2,25882
2007,6995,TRUE,5,99928
2007,3500,FALSE,5,115774
2007,6000,FALSE,2,106751
2007,6499,TRUE,5,80982
2007,6995,TRUE,5,79491
2007,5700,TRUE,2,127512
2007,6490,FALSE,5,94455
2007,6995,FALSE,5,91446
2007,5995,FALSE,5,122746
2007,6995,FALSE,2,98458
2007,6850,FALSE,5,113992
2007,7990,FALSE,2,72806
2007,7999,TRUE,2,113748
2007,6500,FALSE,2,152218
2007,6495,TRUE,5,106000
2007,6988,FALSE,2,110654
2007,5588,FALSE,5,132508
2007,10493,FALSE,5,36080
2007,10493,FALSE,5,36080
2007,7400,FALSE,2,102127
2007,5798,FALSE,2,121851
2007,5950,TRUE,5,116831
2007,5999,TRUE,5,122068
2007,8985,FALSE,2,63300
2007,6995,FALSE,2,131049
2007,6995,FALSE,2,131049
2007,7362,FALSE,5,87747
2007,7999,FALSE,5,90319
2007,7999,FALSE,5,90319
2007,8900,FALSE,5,49756
2007,7800,FALSE,5,96767
2007,5300,FALSE,5,108724
2007,4995,FALSE,2,178459
2007,4995,FALSE,2,178459
2007,7200,FALSE,5,65903
2007,9000,FALSE,5,58776
2007,8999,FALSE,5,64950
2007,8999,FALSE,5,64950
2007,4495,FALSE,2,137654
2007,6444,FALSE,5,92023
2007,6995,FALSE,2,97381
2007,5495,FALSE,5,131500
2007,6996,FALSE,5,82167
2007,8950,FALSE,5,78041
2007,8950,FALSE,5,78041
2007,2999,FALSE,5,197574
2007,8995,FALSE,2,143221
2007,5999,FALSE,5,114119
2007,7900,FALSE,2,96703
2007,7995,FALSE,5,73000
2007,4500,FALSE,2,127722
2007,7900,FALSE,5,80698
2007,6995,FALSE,2,135330
2007,8450,TRUE,2,54284
2007,6995,FALSE,5,99287
2007,5495,FALSE,2,157098
2007,5998,FALSE,2,117286
2007,6995,FALSE,2,119891
2007,5000,FALSE,5,97717
2007,6900,FALSE,5,75925
2007,7288,FALSE,5,90485
2007,5995,FALSE,5,116322
2007,6995,FALSE,5,119159
2007,5699,FALSE,5,104118
2007,3950,FALSE,2,152783
2007,7995,FALSE,5,106521
2007,7499,TRUE,5,111177
2007,7499,TRUE,5,111177
2007,6990,FALSE,5,80000
2007,8777,FALSE,5,89892
2007,6495,FALSE,5,125352
2007,7000,FALSE,5,82790
2007,9999,FALSE,5,65191
2007,7950,FALSE,5,99525
2007,5799,FALSE,5,88840
2007,8999,FALSE,5,55868
2007,6995,TRUE,5,114640
2007,7995,FALSE,5,75065
2008,10300,FALSE,2,83281
2008,11809,TRUE,2,65288
2008,6999,TRUE,2,92592
2008,10450,FALSE,2,91798
2008,7995,FALSE,2,80052
2008,7990,FALSE,2,181945
2008,9200,FALSE,2,82004
2008,8995,TRUE,2,129411
2008,8995,TRUE,2,129411
2008,10900,FALSE,2,118475
2008,11995,FALSE,2,40967
2008,9535,FALSE,2,94504
2008,10499,TRUE,2,65392
2008,7495,TRUE,2,141620
2008,11388,FALSE,2,84635
2008,7888,FALSE,2,96678
2008,7888,FALSE,2,161798
2008,7888,FALSE,2,161798
2008,11500,FALSE,2,73769
2008,8900,FALSE,2,123236
2008,11777,FALSE,2,103563
2008,7998,FALSE,2,80047
2008,10995,TRUE,2,101558
2008,14995,FALSE,2,29115
2008,8995,FALSE,2,89597
2008,7300,FALSE,2,149867
2008,11999,TRUE,2,108703
2008,12000,FALSE,2,75000
2008,10999,TRUE,2,111303
2008,9999,FALSE,2,97481
2008,7999,FALSE,2,98904
2008,10850,FALSE,2,89686
2008,9995,FALSE,2,78984
2008,8999,FALSE,2,111066
2008,7995,FALSE,2,115504
2008,8500,TRUE,2,114914
2008,7777,FALSE,2,128353
2008,6900,FALSE,2,134000
2008,10999,FALSE,2,84773
2008,10999,FALSE,2,84773
2008,7800,FALSE,2,195806
2008,12995,FALSE,2,89584
2008,8999,FALSE,2,121402
2008,7495,FALSE,2,126000
2008,9995,FALSE,2,104663
2008,9995,FALSE,2,140349
2008,12500,FALSE,2,55101
2008,6995,FALSE,2,150357
2008,7495,TRUE,2,115757
2008,9995,TRUE,2,97756
2008,10973,TRUE,2,92636
2008,8996,FALSE,2,93071
2008,8973,TRUE,2,161880
2008,12795,FALSE,2,53699
2008,8888,FALSE,2,109627
2008,8999,TRUE,2,103500
2008,9990,FALSE,2,94203
2008,8994,FALSE,2,70941
2008,7495,FALSE,2,150531
2008,9999,TRUE,2,89987
2008,8995,FALSE,2,138194
2008,9487,FALSE,2,100212
2008,8688,TRUE,2,110762
2008,8588,FALSE,2,117132
2008,8980,FALSE,2,122393
2008,10900,FALSE,2,84123
2008,8888,TRUE,2,111888
2008,7991,FALSE,2,113462
2008,10900,FALSE,2,89999
2008,10900,FALSE,2,89999
2008,8995,FALSE,2,108242
2008,7900,FALSE,2,165329
2008,8998,FALSE,2,137222
2008,10495,TRUE,2,72218
2008,8695,FALSE,2,117213
2008,10195,FALSE,2,77000
2008,12399,FALSE,2,77740
2008,12399,FALSE,2,77740
2008,7999,FALSE,2,124000
2008,5500,TRUE,2,174309
2008,9995,FALSE,2,78206
2008,8995,FALSE,2,100309
2008,7695,FALSE,2,109805
2008,7995,FALSE,2,153097
2008,10990,TRUE,2,40010
2008,11635,FALSE,2,52865
2008,11099,FALSE,2,65444
2008,9495,TRUE,2,91487
2008,9988,FALSE,2,90424
2008,20977,FALSE,2,32332
2008,20977,FALSE,2,32332
2008,6794,FALSE,2,141193
2008,9777,FALSE,2,119348
2008,8995,FALSE,2,133100
2008,9998,FALSE,2,65481
2008,9488,TRUE,2,90057
2008,8994,FALSE,2,90397
2008,8995,TRUE,2,90777
2008,7994,FALSE,2,112267
2008,8988,FALSE,2,73670
2008,12188,TRUE,2,114537
2008,12500,FALSE,2,38907
2008,8999,TRUE,2,81486
2008,7999,FALSE,2,92600
2008,8995,FALSE,2,120647
2008,8797,FALSE,2,119394
2008,7920,FALSE,2,134410
2008,11690,FALSE,2,53486
2008,9985,FALSE,2,111181
2008,9985,FALSE,2,111181
2008,6000,FALSE,2,174162
2008,11995,FALSE,2,90765
2008,8990,TRUE,2,91739
2008,8990,FALSE,2,111529
2008,9950,TRUE,2,80130
2008,9900,FALSE,2,81000
2008,9995,FALSE,2,102063
2008,12115,TRUE,2,103317
2008,11100,FALSE,2,124759
2008,7999,TRUE,2,124000
2008,11995,FALSE,2,90175
2008,8295,FALSE,2,102354
2008,9450,TRUE,2,116249
2008,7900,FALSE,2,108356
2008,6900,TRUE,2,83082
2008,6750,TRUE,2,118000
2008,10377,FALSE,2,100934
2008,10377,FALSE,2,100934
2008,9995,FALSE,2,87653
2008,8495,TRUE,2,117753
2008,7995,TRUE,2,105040
2008,6996,TRUE,2,134213
2008,7999,FALSE,2,138995
2008,7999,FALSE,2,138995
2008,9785,FALSE,2,99540
2008,14500,FALSE,2,15677
2008,7900,FALSE,2,104127
2008,7900,FALSE,2,150879
2008,7900,FALSE,2,150879
2008,9990,FALSE,2,117329
2008,13878,FALSE,2,92642
2008,13878,FALSE,2,92642
2008,9490,FALSE,2,98020
2008,11950,FALSE,2,115876
2008,15998,FALSE,2,56224
2008,6990,FALSE,2,120227
2008,9495,TRUE,2,100699
2008,9975,TRUE,2,101855
2008,12000,FALSE,2,52688
2008,7999,FALSE,2,103839
2008,8800,TRUE,2,109119
2008,7499,TRUE,2,145086
2008,9750,TRUE,2,58458
2008,10900,TRUE,2,57526
2008,8995,FALSE,2,77939
2008,8499,FALSE,2,107960
2008,6500,TRUE,2,168570
2008,6000,TRUE,2,184076
2008,9200,FALSE,2,64397
2008,7688,FALSE,2,143251
2008,9450,TRUE,2,129312
2008,9300,FALSE,2,92040
2008,7572,TRUE,2,152080
2008,8990,FALSE,2,106148
2008,6250,FALSE,2,156735
2008,9786,TRUE,2,92915
2008,10499,FALSE,2,114396
2008,7499,FALSE,2,109937
2008,11990,FALSE,2,52210
2008,9995,TRUE,2,73822
2008,7991,FALSE,2,126707
2008,7407,TRUE,2,114904
2008,9495,TRUE,2,81960
2008,7988,TRUE,2,145249
2008,7988,TRUE,2,145249
2008,14910,FALSE,2,69943
2008,14910,FALSE,2,69943
2008,7999,FALSE,2,126049
2008,8995,FALSE,2,97842
2008,8999,FALSE,2,114646
2008,8990,FALSE,2,95555
2008,12995,FALSE,2,66335
2008,7981,TRUE,2,80735
2008,6981,FALSE,2,140919
2008,9995,FALSE,2,73870
2008,13995,FALSE,2,77541
2008,13995,FALSE,2,77541
2008,9995,FALSE,2,139667
2008,13990,TRUE,2,18880
2008,10900,FALSE,2,66782
2008,7800,TRUE,2,112468
2008,6495,TRUE,2,143119
2008,9350,TRUE,2,58705
2008,7995,TRUE,2,124448
2008,10999,FALSE,2,80073
2008,7495,FALSE,2,149472
2008,10288,FALSE,2,97000
2008,9950,FALSE,2,87203
2008,9997,TRUE,2,108815
2008,9997,TRUE,2,108815
2008,9510,FALSE,2,108920
2008,7999,FALSE,2,130000
2008,8500,FALSE,2,134884
2008,10491,FALSE,2,78711
2008,6850,FALSE,2,101963
2008,7490,FALSE,2,120109
2008,9495,FALSE,2,94570
2008,7990,TRUE,2,135491
2008,9995,FALSE,2,116652
2008,6995,FALSE,2,113325
2008,8975,FALSE,2,102211
2008,12995,FALSE,2,48830
2008,12995,FALSE,2,48830
2008,6999,FALSE,2,127620
2008,9200,TRUE,2,147468
2008,9200,TRUE,2,147468
2008,8999,FALSE,2,104359
2008,8495,FALSE,2,85106
2008,9850,FALSE,2,91000
2008,10500,FALSE,2,88170
2008,10500,FALSE,2,88170
2008,7999,FALSE,2,135130
2008,8495,TRUE,2,114795
2008,9299,FALSE,2,96691
2008,4495,TRUE,2,207250
2008,7878,TRUE,2,147068
2008,16995,FALSE,2,23498
2008,9911,FALSE,2,95495
2008,14500,FALSE,2,25317
2008,12995,FALSE,2,92111
2008,9995,FALSE,2,118950
2008,9995,FALSE,2,118950
2008,6600,FALSE,2,127149
2008,9500,TRUE,2,131024
2008,9999,FALSE,2,124882
2008,9999,FALSE,2,124882
2008,14998,FALSE,2,56257
2008,8995,TRUE,2,97244
2008,9995,TRUE,2,106608
2008,12990,FALSE,2,67389
2008,12990,FALSE,2,67389
2008,8995,FALSE,2,113736
2008,8495,FALSE,2,73306
2008,7900,FALSE,2,132191
2008,9500,FALSE,2,131367
2008,8995,TRUE,2,94725
2008,7995,FALSE,2,143550
2008,9995,FALSE,2,54741
2008,10387,FALSE,2,94613
2008,7995,FALSE,2,132477
2008,8995,FALSE,2,122196
2008,8990,FALSE,2,111387
2008,9490,FALSE,2,101485
2008,8490,FALSE,2,120442
2008,7490,TRUE,2,127664
2008,9995,TRUE,2,91200
2008,8995,FALSE,2,84596
2008,6995,FALSE,2,131930
2008,8495,FALSE,2,113664
2008,12995,FALSE,2,70146
2008,12995,FALSE,2,70146
2008,8500,FALSE,2,85381
2008,9995,FALSE,2,116698
2008,7800,TRUE,2,130893
2008,9850,FALSE,2,103253
2008,9995,FALSE,2,131774
2008,8995,TRUE,2,104029
2008,10900,FALSE,2,91600
2008,11900,FALSE,2,48172
2008,8995,FALSE,2,120248
2008,7985,TRUE,2,98733
2008,16987,FALSE,2,52405
2008,16987,FALSE,2,52405
2008,15995,FALSE,2,58910
2008,8874,TRUE,2,154687
2008,12998,FALSE,2,80596
2008,9699,FALSE,2,123495
2008,8970,TRUE,2,94879
2008,8000,FALSE,2,105839
2008,8999,FALSE,2,92560
2008,8995,FALSE,2,104578
2008,8995,TRUE,2,93368
2008,8950,TRUE,2,84116
2008,6495,TRUE,2,141197
2008,7900,TRUE,2,123045
2008,7988,FALSE,2,99933
2008,10000,FALSE,2,86495
2008,10500,FALSE,2,77392
2008,13998,FALSE,2,73076
2008,7995,TRUE,2,133341
2008,8995,FALSE,2,138671
2008,11995,FALSE,2,89755
2008,9993,FALSE,2,115409
2008,11900,FALSE,2,85727
2008,11900,FALSE,2,85727
2008,12995,FALSE,2,69570
2008,10495,FALSE,2,83731
2008,7997,FALSE,2,112239
2008,7451,FALSE,2,152448
2008,9995,FALSE,2,79221
2008,11400,FALSE,2,79793
2008,10999,FALSE,2,77795
2008,7995,FALSE,2,130107
