carYear,price,hasAccidents,fuelType,mileage
2005,7995,TRUE,2,149305
2005,7995,TRUE,2,149305
2005,4495,FALSE,2,171000
2005,5995,FALSE,2,148764
2005,5999,TRUE,2,178131
2005,5999,TRUE,2,178131
2005,6350,FALSE,2,105875
2005,8999,FALSE,2,89456
2005,3495,FALSE,2,238896
2005,6977,FALSE,2,112568
2005,6995,FALSE,2,101854
2005,6573,FALSE,2,102632
2005,5495,TRUE,2,137127
2005,6490,TRUE,2,120438
2005,5995,TRUE,2,137394
2005,6000,FALSE,2,115001
2005,7995,FALSE,2,130653
2005,7995,FALSE,2,130653
2005,5999,TRUE,2,118250
2005,5495,TRUE,2,105896
2005,4995,FALSE,2,115376
2005,3995,TRUE,0,258637
2005,8995,TRUE,2,112360
2005,8995,TRUE,2,112360
2005,5495,FALSE,2,133055
2005,6999,FALSE,2,110008
2005,7500,FALSE,0,141000
2005,4499,TRUE,2,153117
2005,7795,FALSE,0,160389
2005,4999,FALSE,2,161179
2005,6695,FALSE,0,165666
2005,6995,FALSE,2,99897
2005,2700,FALSE,2,237085
2005,3999,FALSE,2,295961
2005,3999,FALSE,2,295961
2005,6995,FALSE,2,92578
2005,5999,FALSE,2,126530
2005,3995,TRUE,2,200657
2005,6390,TRUE,2,157200
2005,6995,FALSE,2,88220
2005,5990,FALSE,2,128864
2005,5995,FALSE,2,138486
2005,5500,TRUE,0,165500
2005,5500,FALSE,2,164000
2005,6495,TRUE,0,153156
2005,6995,TRUE,2,108986
2005,5994,FALSE,2,90467
2005,4700,FALSE,2,200787
2005,7979,FALSE,2,90158
2005,5299,TRUE,2,102748
2005,7599,FALSE,0,127468
2005,6995,TRUE,2,81932
2005,5900,FALSE,2,124130
2005,5999,FALSE,2,130788
2005,8550,FALSE,0,148500
2005,4990,TRUE,2,156836
2005,6977,FALSE,0,164288
2005,5995,FALSE,0,180100
2005,6800,TRUE,0,203000
2005,5495,TRUE,0,213155
2005,4999,FALSE,2,262032
2005,4999,FALSE,2,262032
2005,4595,FALSE,2,170685
2005,8990,TRUE,2,103755
2005,8990,TRUE,2,103755
2005,10991,FALSE,0,107826
2005,6990,FALSE,2,99389
2005,5995,FALSE,2,126901
2005,4700,FALSE,2,146463
2005,6995,FALSE,0,184380
2005,4500,TRUE,2,138661
2005,6995,TRUE,2,104099
2005,8990,FALSE,2,90259
2005,5999,FALSE,2,103258
2005,7500,FALSE,2,114316
2005,8500,FALSE,0,142167
2005,7885,FALSE,2,118737
2005,4999,FALSE,2,144520
2005,5995,FALSE,2,149871
2005,6997,FALSE,0,157996
2005,4450,FALSE,2,193851
2005,4290,FALSE,2,127179
2005,6991,FALSE,2,76551
2005,7799,FALSE,2,104147
2005,7990,TRUE,0,111147
2005,5950,FALSE,2,118000
2005,10500,TRUE,2,57000
2005,8900,FALSE,2,69328
2005,6988,TRUE,2,130732
2005,10895,FALSE,0,95682
2005,3995,TRUE,2,108704
2005,7995,TRUE,0,156559
2005,6000,FALSE,2,119088
2005,5795,FALSE,2,97467
2005,4999,FALSE,2,150388
2005,4457,FALSE,2,150527
2005,7995,TRUE,0,122683
2005,6800,FALSE,2,133420
2005,3999,TRUE,2,148728
2005,7995,FALSE,2,117000
2005,5595,FALSE,2,145892
2005,4900,FALSE,2,214711
2005,6995,TRUE,2,99160
2005,7785,FALSE,2,125905
2005,6995,TRUE,2,109652
2005,9599,FALSE,2,116563
2005,4995,TRUE,2,193203
2005,4200,FALSE,2,146545
2005,5500,FALSE,2,108000
2005,7995,FALSE,2,75348
2005,4295,TRUE,2,130313
2005,4999,FALSE,2,151707
2005,5997,TRUE,0,211000
2005,7995,FALSE,2,75000
2005,6999,TRUE,2,98000
2005,9300,FALSE,2,59158
2005,5988,FALSE,2,134777
2005,6998,TRUE,2,75915
2005,6995,FALSE,2,118000
2005,6488,TRUE,2,129400
2005,5800,FALSE,2,143911
2005,3995,FALSE,2,167000
2005,9995,FALSE,2,80020
2005,5995,TRUE,2,115640
2005,4995,FALSE,2,176711
2005,4795,FALSE,2,165230
2005,6900,TRUE,2,109475
2005,8750,FALSE,0,122118
2005,8662,FALSE,2,69509
2005,5990,FALSE,2,162091
2005,8995,FALSE,2,70636
2005,6995,FALSE,2,108605
2005,7588,TRUE,0,174055
2005,9995,FALSE,0,95664
2005,6495,FALSE,2,115232
2005,7995,FALSE,2,115690
2005,7995,FALSE,2,115690
2005,5750,FALSE,2,158541
2005,7995,FALSE,2,97106
2005,6900,TRUE,2,105133
2005,5999,TRUE,2,93304
2005,6999,FALSE,2,96209
2005,8599,FALSE,2,96840
2005,7835,FALSE,2,107639
2005,7498,TRUE,2,119670
2005,6550,FALSE,2,126000
2005,6500,TRUE,0,128490
2005,5750,FALSE,2,128735
2005,10000,TRUE,0,133800
2005,5275,FALSE,2,135522
2005,4999,FALSE,2,140000
2005,5699,FALSE,2,140181
2005,4998,TRUE,2,141653
2005,6950,FALSE,2,149647
2005,4495,FALSE,2,152361
2005,5900,FALSE,2,153054
2005,4595,FALSE,2,155934
2005,4900,FALSE,2,167861
2006,5990,TRUE,2,112350
2006,5995,FALSE,2,135984
2006,6995,TRUE,2,171157
2006,7495,FALSE,2,79900
2006,6495,TRUE,2,135240
2006,4999,TRUE,2,140000
2006,4995,FALSE,2,135894
2006,8995,TRUE,2,75661
2006,7995,TRUE,2,100829
2006,7995,FALSE,2,101820
2006,5900,FALSE,2,116000
2006,9999,FALSE,0,122018
2006,5995,TRUE,2,134000
2006,5999,FALSE,2,149902
2006,4995,FALSE,2,155195
2006,5500,FALSE,2,171855
2006,12998,FALSE,2,67075
2006,8200,FALSE,2,76000
2006,7995,TRUE,2,90000
2006,10000,FALSE,2,53765
2006,5750,TRUE,2,91644
2006,4998,FALSE,2,196284
2006,5650,TRUE,2,90167
2006,5995,TRUE,2,105358
2006,7250,FALSE,2,69111
2006,8450,FALSE,2,85053
2006,7680,FALSE,0,141266
2006,8788,FALSE,2,99879
2006,7275,FALSE,2,85874
2006,5995,FALSE,2,109261
2006,5995,TRUE,2,131434
2006,7550,FALSE,2,141202
2006,5500,TRUE,2,149699
2006,7495,FALSE,0,181928
2006,7995,TRUE,2,128073
2006,9277,FALSE,2,111950
2006,9900,FALSE,2,71642
2006,8995,FALSE,2,110542
2006,8995,FALSE,2,110542
2006,6300,FALSE,2,114735
2006,6995,TRUE,2,90115
2006,5995,FALSE,2,110071
2006,5995,FALSE,2,83150
2006,4995,FALSE,2,130115
2006,7999,FALSE,2,96217
2006,5753,TRUE,2,111277
2006,9995,FALSE,2,112694
2006,9995,FALSE,2,112694
2006,5449,FALSE,2,157277
2006,4400,FALSE,2,165000
